Z,A,E,Yield,Error
0.675,0.7,0.207142857,1.23E-09,1.71E-11
0.675,0.716666667,0.207142857,4.32E-09,1.62E-11
0.675,0.733333333,0.207142857,1.79E-08,2.02E-10
0.675,0.75,0.207142857,4.80E-08,5.25E-10
0.675,0.766666667,0.207142857,4.77E-08,5.16E-10
0.675,0.783333333,0.207142857,7.75E-08,7.67E-10
0.675,0.8,0.207142857,4.99E-08,4.57E-10
0.675,0.816666667,0.207142857,3.72E-08,1.95E-10
0.675,0.833333333,0.207142857,6.52E-09,5.23E-11
0.675,0.85,0.207142857,2.52E-09,2.42E-11
0.675,0.866666667,0.207142857,3.74E-10,3.95E-12
0.675,0.883333333,0.207142857,7.12E-11,7.61E-13
0.675,0.9,0.207142857,2.98E-12,1.49E-14
0.7125,0.65,0.207142857,0,0
0.7125,0.666666667,0.207142857,0,0
0.7125,0.683333333,0.207142857,0,0
0.7125,0.7,0.207142857,9.50E-14,4.76E-16
0.7125,0.716666667,0.207142857,4.18E-13,2.10E-15
0.7125,0.733333333,0.207142857,1.87E-11,2.10E-13
0.7125,0.75,0.207142857,1.38E-10,1.51E-12
0.7125,0.766666667,0.207142857,5.73E-10,6.24E-12
0.7125,0.783333333,0.207142857,1.44E-09,1.43E-11
0.7125,0.8,0.207142857,6.22E-09,6.62E-11
0.7125,0.816666667,0.207142857,5.94E-09,6.27E-11
0.7125,0.833333333,0.207142857,7.23E-09,5.33E-11
0.7125,0.85,0.207142857,5.53E-09,2.93E-11
0.7125,0.866666667,0.207142857,2.13E-09,8.32E-12
0.7125,0.883333333,0.207142857,5.98E-10,3.61E-12
0.7125,0.9,0.207142857,1.20E-10,1.01E-12
0.75,0.7,0.207142857,0,0
0.75,0.716666667,0.207142857,0,0
0.75,0.733333333,0.207142857,0,0
0.75,0.75,0.207142857,0,0
0.75,0.766666667,0.207142857,6.95E-14,2.72E-16
0.75,0.783333333,0.207142857,1.14E-12,5.70E-15
0.75,0.8,0.207142857,1.03E-11,8.63E-14
0.75,0.816666667,0.207142857,4.76E-11,5.13E-13
0.75,0.833333333,0.207142857,2.25E-10,1.88E-12
0.75,0.85,0.207142857,7.87E-10,8.26E-12
0.75,0.866666667,0.207142857,4.37E-10,4.28E-12
0.75,0.883333333,0.207142857,3.57E-10,3.20E-12
0.75,0.9,0.207142857,1.47E-10,1.05E-12
0.7875,0.75,0.207142857,0,0
0.7875,0.766666667,0.207142857,0,0
0.7875,0.783333333,0.207142857,0,0
0.7875,0.8,0.207142857,2.29E-15,1.14E-17
0.7875,0.816666667,0.207142857,1.57E-14,6.99E-17
0.7875,0.833333333,0.207142857,6.69E-13,3.34E-15
0.7875,0.85,0.207142857,5.84E-12,6.25E-14
0.7875,0.866666667,0.207142857,9.64E-12,1.04E-13
0.7875,0.883333333,0.207142857,1.26E-11,1.36E-13
0.7875,0.9,0.207142857,2.64E-11,2.73E-13
0.825,0.8,0.207142857,0,0
0.825,0.816666667,0.207142857,0,0
0.825,0.833333333,0.207142857,0,0
0.825,0.85,0.207142857,1.74E-15,8.69E-18
0.825,0.866666667,0.207142857,4.18E-15,2.08E-17
0.825,0.883333333,0.207142857,1.95E-14,9.71E-17
0.825,0.9,0.207142857,1.03E-13,5.17E-16
0.8625,0.833333333,0.207142857,0,0
0.8625,0.85,0.207142857,0,0
0.8625,0.866666667,0.207142857,0,0
0.8625,0.883333333,0.207142857,0,0
0.8625,0.9,0.207142857,3.34E-17,1.67E-19
0.9,0.9,0.207142857,0,0
-0.9,-0.866666667,0.4,5.16E-12,3.30E-13
-0.8625,-0.866666667,0.4,1.23E-08,7.84E-10
-0.8625,-0.85,0.4,2.35E-09,1.50E-10
-0.8625,-0.833333333,0.4,2.24E-10,1.43E-11
-0.8625,-0.816666666,0.4,1.02E-11,6.50E-13
-0.8625,-0.8,0.4,8.80E-13,5.64E-14
-0.825,-0.866666667,0.4,1.34E-06,8.57E-08
-0.825,-0.85,0.4,6.18E-07,3.95E-08
-0.825,-0.833333333,0.4,1.44E-07,9.20E-09
-0.825,-0.816666666,0.4,2.42E-08,1.54E-09
-0.825,-0.8,0.4,3.49E-09,2.24E-10
-0.825,-0.783333333,0.4,3.32E-10,2.13E-11
-0.825,-0.766666667,0.4,1.90E-11,1.22E-12
-0.825,-0.75,0.4,2.55E-12,1.64E-13
-0.7875,-0.866666667,0.4,1.57E-05,1.00E-06
-0.7875,-0.85,0.4,1.66E-05,1.06E-06
-0.7875,-0.833333333,0.4,9.05E-06,5.79E-07
-0.7875,-0.816666666,0.4,3.64E-06,2.33E-07
-0.7875,-0.8,0.4,1.27E-06,8.15E-08
-0.7875,-0.783333333,0.4,2.98E-07,1.90E-08
-0.7875,-0.766666667,0.4,4.52E-08,2.90E-09
-0.7875,-0.75,0.4,6.05E-09,3.88E-10
-0.7875,-0.733333333,0.4,4.57E-10,2.93E-11
-0.7875,-0.716666667,0.4,3.35E-11,2.15E-12
-0.7875,-0.7,0.4,8.59E-13,5.50E-14
-0.75,-0.866666667,0.4,2.31E-05,1.48E-06
-0.75,-0.85,0.4,5.30E-05,3.39E-06
-0.75,-0.833333333,0.4,5.04E-05,2.52E-06
-0.75,-0.816666666,0.4,5.80E-05,3.71E-06
-0.75,-0.8,0.4,3.78E-05,1.91E-06
-0.75,-0.783333333,0.4,2.59E-05,1.66E-06
-0.75,-0.766666667,0.4,9.44E-06,6.04E-07
-0.75,-0.75,0.4,3.09E-06,1.97E-07
-0.75,-0.733333333,0.4,5.71E-07,3.66E-08
-0.75,-0.716666667,0.4,7.98E-08,5.11E-09
-0.75,-0.7,0.4,6.86E-09,4.39E-10
-0.75,-0.683333333,0.4,3.52E-10,2.25E-11
-0.75,-0.666666667,0.4,3.47E-11,2.22E-12
-0.7125,-0.866666667,0.4,4.40E-06,2.82E-07
-0.7125,-0.85,0.4,2.22E-05,1.42E-06
-0.7125,-0.833333333,0.4,5.77E-05,3.69E-06
-0.7125,-0.816666666,0.4,0.000102049,5.81E-06
-0.7125,-0.8,0.4,0.000199526,1.28E-05
-0.7125,-0.783333333,0.4,0.000245106,1.57E-05
-0.7125,-0.766666667,0.4,0.000204023,1.31E-05
-0.7125,-0.75,0.4,0.000155034,9.92E-06
-0.7125,-0.733333333,0.4,6.84E-05,4.38E-06
-0.7125,-0.716666667,0.4,2.31E-05,1.48E-06
-0.7125,-0.7,0.4,4.96E-06,3.18E-07
-0.7125,-0.683333333,0.4,8.38E-07,5.36E-08
-0.7125,-0.666666667,0.4,8.28E-08,5.30E-09
-0.7125,-0.65,0.4,3.00E-09,1.91E-10
-0.7125,-0.633333333,0.4,2.89E-10,1.85E-11
-0.7125,-0.616666667,0.4,0,0
-0.7125,-0.6,0.4,1.57E-13,1.01E-14
-0.675,-0.866666667,0.4,9.94E-08,6.36E-09
-0.675,-0.85,0.4,1.12E-06,7.18E-08
-0.675,-0.833333333,0.4,6.64E-06,3.56E-07
-0.675,-0.816666666,0.4,2.88E-05,1.85E-06
-0.675,-0.8,0.4,0.000110846,4.94E-06
-0.675,-0.783333333,0.4,0.000294251,1.88E-05
-0.675,-0.766666667,0.4,0.000530677,3.40E-05
-0.675,-0.75,0.4,0.000885703,5.67E-05
-0.675,-0.733333333,0.4,0.000875781,5.60E-05
-0.675,-0.716666667,0.4,0.000679043,4.35E-05
-0.675,-0.7,0.4,0.000305791,1.67E-05
-0.675,-0.683333333,0.4,0.000145111,9.29E-06
-0.675,-0.666666667,0.4,3.64E-05,2.33E-06
-0.675,-0.65,0.4,7.13E-06,4.56E-07
-0.675,-0.633333333,0.4,8.55E-07,5.48E-08
-0.675,-0.616666667,0.4,5.37E-08,3.44E-09
-0.675,-0.6,0.4,3.43E-09,2.19E-10
-0.675,-0.583333333,0.4,2.87E-10,1.84E-11
-0.675,-0.566666667,0.4,0,0
-0.6375,-0.866666667,0.4,2.16E-10,1.38E-11
-0.6375,-0.85,0.4,5.61E-09,3.60E-10
-0.6375,-0.833333333,0.4,8.38E-08,5.37E-09
-0.6375,-0.816666666,0.4,8.60E-07,4.94E-08
-0.6375,-0.8,0.4,7.61E-06,4.87E-07
-0.6375,-0.783333333,0.4,4.55E-05,2.60E-06
-0.6375,-0.766666667,0.4,0.000180613,1.16E-05
-0.6375,-0.75,0.4,0.000607323,4.83E-05
-0.6375,-0.733333333,0.4,0.001396381,8.94E-05
-0.6375,-0.716666667,0.4,0.002354958,0.000150717
-0.6375,-0.7,0.4,0.002746105,0.000175749
-0.6375,-0.683333333,0.4,0.002445055,0.000144419
-0.6375,-0.666666667,0.4,0.001604735,0.000102704
-0.6375,-0.65,0.4,0.00077811,4.98E-05
-0.6375,-0.633333333,0.4,0.000236115,1.51E-05
-0.6375,-0.616666667,0.4,3.89E-05,2.49E-06
-0.6375,-0.6,0.4,6.57E-06,4.21E-07
-0.6375,-0.583333333,0.4,6.84E-07,4.37E-08
-0.6375,-0.566666667,0.4,3.47E-08,2.22E-09
-0.6375,-0.55,0.4,1.59E-09,1.01E-10
-0.6375,-0.533333333,0.4,1.68E-11,1.08E-12
-0.6,-0.85,0.4,2.78E-12,1.78E-13
-0.6,-0.833333333,0.4,1.03E-10,6.59E-12
-0.6,-0.816666666,0.4,2.59E-09,1.65E-10
-0.6,-0.8,0.4,5.54E-08,3.55E-09
-0.6,-0.783333333,0.4,7.89E-07,5.05E-08
-0.6,-0.766666667,0.4,7.32E-06,3.31E-07
-0.6,-0.75,0.4,6.06E-05,3.88E-06
-0.6,-0.733333333,0.4,0.000289137,1.75E-05
-0.6,-0.716666667,0.4,0.001067401,6.83E-05
-0.6,-0.7,0.4,0.002747186,0.00017582
-0.6,-0.683333333,0.4,0.005811727,0.000371951
-0.6,-0.666666667,0.4,0.008085282,0.000517458
-0.6,-0.65,0.4,0.009147718,0.000585453
-0.6,-0.633333333,0.4,0.006643772,0.000425202
-0.6,-0.616666667,0.4,0.002749672,0.000175979
-0.6,-0.6,0.4,0.001192668,7.63E-05
-0.6,-0.583333333,0.4,0.000331461,2.12E-05
-0.6,-0.566666667,0.4,4.45E-05,2.85E-06
-0.6,-0.55,0.4,3.77E-06,2.41E-07
-0.6,-0.533333333,0.4,1.62E-07,1.04E-08
-0.6,-0.516666667,0.4,5.94E-09,3.80E-10
-0.6,-0.5,0.4,4.69E-10,3.01E-11
-0.6,-0.483333334,0.4,0,0
-0.5625,-0.816666666,0.4,7.21E-13,4.62E-14
-0.5625,-0.8,0.4,3.84E-11,2.46E-12
-0.5625,-0.783333333,0.4,1.35E-09,7.75E-11
-0.5625,-0.766666667,0.4,3.06E-08,1.96E-09
-0.5625,-0.75,0.4,6.16E-07,3.52E-08
-0.5625,-0.733333333,0.4,6.88E-06,4.41E-07
-0.5625,-0.716666667,0.4,5.90E-05,3.50E-06
-0.5625,-0.7,0.4,0.000350839,2.25E-05
-0.5625,-0.683333333,0.4,0.001677313,9.94E-05
-0.5625,-0.666666667,0.4,0.005285536,0.000338273
-0.5625,-0.65,0.4,0.013448024,0.000797161
-0.5625,-0.633333333,0.4,0.022001632,0.001408105
-0.5625,-0.616666667,0.4,0.019549841,0.001103365
-0.5625,-0.6,0.4,0.022528627,0.001441831
-0.5625,-0.583333333,0.4,0.015945597,0.001020519
-0.5625,-0.566666667,0.4,0.00545282,0.00034898
-0.5625,-0.55,0.4,0.001223365,7.83E-05
-0.5625,-0.533333333,0.4,0.000142785,9.14E-06
-0.5625,-0.516666667,0.4,1.41E-05,9.04E-07
-0.5625,-0.5,0.4,1.12E-06,7.13E-08
-0.5625,-0.483333334,0.4,3.26E-08,2.08E-09
-0.5625,-0.466666667,0.4,4.20E-09,2.69E-10
-0.5625,-0.45,0.4,0,0
-0.525,-0.766666667,0.4,1.19E-11,7.64E-13
-0.525,-0.75,0.4,5.96E-10,3.81E-11
-0.525,-0.733333333,0.4,1.64E-08,8.80E-10
-0.525,-0.716666667,0.4,3.41E-07,2.18E-08
-0.525,-0.7,0.4,4.98E-06,3.18E-07
-0.525,-0.683333333,0.4,5.71E-05,3.65E-06
-0.525,-0.666666667,0.4,0.000431145,2.76E-05
-0.525,-0.65,0.4,0.002562065,0.000163972
-0.525,-0.633333333,0.4,0.009619945,0.000615676
-0.525,-0.616666667,0.4,0.025972551,0.001662237
-0.525,-0.6,0.4,0.051950581,0.002869788
-0.525,-0.583333333,0.4,0.087271419,0.005585367
-0.525,-0.566666667,0.4,0.071332153,0.004174677
-0.525,-0.55,0.4,0.040211781,0.00257354
-0.525,-0.533333333,0.4,0.01210822,0.000774926
-0.525,-0.516666667,0.4,0.003157557,0.000202083
-0.525,-0.5,0.4,0.000669277,4.28E-05
-0.525,-0.483333334,0.4,7.75E-05,4.96E-06
-0.525,-0.466666667,0.4,9.98E-06,6.39E-07
-0.525,-0.45,0.4,9.48E-08,6.07E-09
-0.525,-0.433333333,0.4,7.49E-09,4.80E-10
-0.525,-0.416666666,0.4,3.38E-10,2.16E-11
-0.525,-0.4,0.4,0,0
-0.525,-0.383333333,0.4,0,0
-0.4875,-0.733333333,0.4,3.58E-12,2.29E-13
-0.4875,-0.716666667,0.4,1.85E-10,1.19E-11
-0.4875,-0.7,0.4,6.87E-09,4.40E-10
-0.4875,-0.683333333,0.4,1.99E-07,1.18E-08
-0.4875,-0.666666667,0.4,3.78E-06,2.42E-07
-0.4875,-0.65,0.4,5.58E-05,3.31E-06
-0.4875,-0.633333333,0.4,0.000508352,3.25E-05
-0.4875,-0.616666667,0.4,0.00275337,0.000163214
-0.4875,-0.6,0.4,0.015628288,0.001000208
-0.4875,-0.583333333,0.4,0.06141728,0.003518116
-0.4875,-0.566666667,0.4,0.111476612,0.0071345
-0.4875,-0.55,0.4,0.154145339,0.006975876
-0.4875,-0.533333333,0.4,0.112091003,0.007173828
-0.4875,-0.516666667,0.4,0.072854311,0.004662685
-0.4875,-0.5,0.4,0.039436188,0.002523913
-0.4875,-0.483333334,0.4,0.011679413,0.000747482
-0.4875,-0.466666667,0.4,0.002223417,0.000142299
-0.4875,-0.45,0.4,0.000225322,1.44E-05
-0.4875,-0.433333333,0.4,1.78E-05,1.14E-06
-0.4875,-0.416666666,0.4,8.03E-07,5.14E-08
-0.4875,-0.4,0.4,3.58E-08,2.29E-09
-0.4875,-0.383333333,0.4,3.41E-09,2.19E-10
-0.4875,-0.366666667,0.4,1.39E-11,8.91E-13
-0.45,-0.683333333,0.4,6.41E-11,3.57E-12
-0.45,-0.666666667,0.4,3.17E-09,2.02E-10
-0.45,-0.65,0.4,1.21E-07,6.75E-09
-0.45,-0.633333333,0.4,2.81E-06,1.55E-07
-0.45,-0.616666667,0.4,4.46E-05,2.86E-06
-0.45,-0.6,0.4,0.000719972,3.62E-06
-0.45,-0.583333333,0.4,0.005504284,0.000352275
-0.45,-0.566666667,0.4,0.024564421,0.001271937
-0.45,-0.55,0.4,0.077708292,0.004973339
-0.45,-0.533333333,0.4,0.13220314,0.00598283
-0.45,-0.516666667,0.4,0.176169129,0.005637372
-0.45,-0.5,0.4,0.252635082,0.005810618
-0.45,-0.483333334,0.4,0.185750013,0.005944027
-0.45,-0.466666667,0.4,0.087755489,0.005616342
-0.45,-0.45,0.4,0.022951397,0.001468888
-0.45,-0.433333333,0.4,0.004697657,0.000300649
-0.45,-0.416666666,0.4,0.000179033,1.15E-05
-0.45,-0.4,0.4,6.56E-05,4.20E-06
-0.45,-0.383333333,0.4,8.12E-06,5.20E-07
-0.45,-0.366666667,0.4,1.79E-07,1.15E-08
-0.45,-0.35,0.4,6.98E-09,4.46E-10
-0.45,-0.333333333,0.4,4.22E-10,2.70E-11
-0.45,-0.316666667,0.4,0,0
-0.45,-0.3,0.4,0,0
-0.4125,-0.65,0.4,2.41E-11,1.42E-12
-0.4125,-0.633333333,0.4,1.46E-09,9.34E-11
-0.4125,-0.616666667,0.4,6.18E-08,3.66E-09
-0.4125,-0.6,0.4,1.43E-06,9.17E-08
-0.4125,-0.583333333,0.4,5.16E-05,2.95E-06
-0.4125,-0.566666667,0.4,0.000598272,3.83E-05
-0.4125,-0.55,0.4,0.004778432,0.000273719
-0.4125,-0.533333333,0.4,0.020010536,0.001280677
-0.4125,-0.516666667,0.4,0.113743636,0.00261611
-0.4125,-0.5,0.4,0.205044881,0.003280714
-0.4125,-0.483333334,0.4,0.353343301,0.003886767
-0.4125,-0.466666667,0.4,0.386954913,0.012382578
-0.4125,-0.45,0.4,0.255658397,0.002045262
-0.4125,-0.433333333,0.4,0.127922477,0.001407147
-0.4125,-0.416666666,0.4,0.03189859,0.000350884
-0.4125,-0.4,0.4,0.011354924,0.000726715
-0.4125,-0.383333333,0.4,0.001810112,0.000115846
-0.4125,-0.366666667,0.4,0.000209761,1.34E-05
-0.4125,-0.35,0.4,1.66E-05,1.06E-06
-0.4125,-0.333333333,0.4,1.00E-06,6.41E-08
-0.4125,-0.316666667,0.4,2.21E-08,1.41E-09
-0.4125,-0.3,0.4,8.31E-10,5.31E-11
-0.4125,-0.283333333,0.4,0,0
-0.4125,-0.266666667,0.4,0,0
-0.375,-0.616666667,0.4,1.49E-13,9.57E-15
-0.375,-0.6,0.4,0,0
-0.375,-0.583333333,0.4,4.76E-08,3.04E-09
-0.375,-0.566666667,0.4,1.29E-06,9.77E-08
-0.375,-0.55,0.4,3.10E-05,1.98E-06
-0.375,-0.533333333,0.4,2.45E-05,1.27E-06
-0.375,-0.516666667,0.4,0.003163131,0.00020244
-0.375,-0.5,0.4,0.023983463,0.00153495
-0.375,-0.483333334,0.4,0.091773179,0.005873478
-0.375,-0.466666667,0.4,0.235788651,0.006906482
-0.375,-0.45,0.4,0.391106954,0.012515415
-0.375,-0.433333333,0.4,0.454676875,0.014549606
-0.375,-0.416666666,0.4,0.341404447,0.010924947
-0.375,-0.4,0.4,0.205829276,0.006586551
-0.375,-0.383333333,0.4,0.081750239,0.005232019
-0.375,-0.366666667,0.4,0.023414777,0.001498545
-0.375,-0.35,0.4,0.004669909,0.000298874
-0.375,-0.333333333,0.4,0.000655441,5.20E-05
-0.375,-0.316666667,0.4,5.23E-05,3.35E-06
-0.375,-0.3,0.4,3.80E-06,2.43E-07
-0.375,-0.283333333,0.4,7.78E-08,4.99E-09
-0.375,-0.266666667,0.4,6.98E-09,4.46E-10
-0.375,-0.25,0.4,1.27E-09,8.11E-11
-0.375,-0.233333333,0.4,0,0
-0.375,-0.216666667,0.4,0,0
-0.3375,-0.583333333,0.4,3.38E-12,2.16E-13
-0.3375,-0.566666667,0.4,3.27E-10,2.10E-11
-0.3375,-0.55,0.4,1.91E-08,1.09E-09
-0.3375,-0.533333333,0.4,5.67E-07,3.63E-08
-0.3375,-0.516666667,0.4,1.42E-05,8.12E-07
-0.3375,-0.5,0.4,0.000283089,1.81E-05
-0.3375,-0.483333334,0.4,0.00273525,0.000175056
-0.3375,-0.466666667,0.4,0.017423285,0.001115095
-0.3375,-0.45,0.4,0.078540398,0.005026579
-0.3375,-0.433333333,0.4,0.194071079,0.006210273
-0.3375,-0.416666666,0.4,0.368635905,0.011796351
-0.3375,-0.4,0.4,0.452708168,0.0144867
-0.3375,-0.383333333,0.4,0.419641618,0.01342854
-0.3375,-0.366666667,0.4,0.280831592,0.008986613
-0.3375,-0.35,0.4,0.134346173,0.008598152
-0.3375,-0.333333333,0.4,0.048917325,0.003130722
-0.3375,-0.316666667,0.4,0.011659448,0.000746205
-0.3375,-0.3,0.4,0.001597617,0.000102247
-0.3375,-0.283333333,0.4,0.000185186,1.19E-05
-0.3375,-0.266666667,0.4,1.66E-05,1.06E-06
-0.3375,-0.25,0.4,3.01E-06,1.93E-07
-0.3375,-0.233333333,0.4,1.00E-07,6.42E-09
-0.3375,-0.216666667,0.4,6.75E-09,4.32E-10
-0.3375,-0.2,0.4,1.42E-09,9.08E-11
-0.3375,-0.183333333,0.4,0,0
-0.3,-0.533333333,0.4,0,0
-0.3,-0.516666667,0.4,1.01E-08,8.04E-10
-0.3,-0.5,0.4,2.42E-07,1.40E-08
-0.3,-0.483333334,0.4,8.06E-06,4.62E-07
-0.3,-0.466666667,0.4,0.000157204,7.90E-06
-0.3,-0.45,0.4,0.001406459,8.06E-05
-0.3,-0.433333333,0.4,0.006128295,0.000392211
-0.3,-0.416666666,0.4,0.045847222,0.0027177
-0.3,-0.4,0.4,0.130915683,0.008378614
-0.3,-0.383333333,0.4,0.279519121,0.008944583
-0.3,-0.366666667,0.4,0.421916656,0.012814345
-0.3,-0.35,0.4,0.459456848,0.023609578
-0.3,-0.333333333,0.4,0.375288574,0.010981739
-0.3,-0.316666667,0.4,0.20775938,0.006648283
-0.3,-0.3,0.4,0.061664434,0.004889773
-0.3,-0.283333333,0.4,0.018435107,0.001179848
-0.3,-0.266666667,0.4,0.003457575,0.000189254
-0.3,-0.25,0.4,0.000671069,4.29E-05
-0.3,-0.233333333,0.4,0.000111469,7.13E-06
-0.3,-0.216666667,0.4,1.60E-05,1.03E-06
-0.3,-0.2,0.4,3.37E-06,2.16E-07
-0.3,-0.183333333,0.4,1.53E-08,9.79E-10
-0.3,-0.166666667,0.4,3.98E-09,2.55E-10
-0.3,-0.15,0.4,6.61E-10,4.23E-11
-0.2625,-0.5,0.4,3.35E-11,2.15E-12
-0.2625,-0.483333334,0.4,1.78E-09,1.13E-10
-0.2625,-0.466666667,0.4,1.00E-07,5.73E-09
-0.2625,-0.45,0.4,2.87E-06,1.84E-07
-0.2625,-0.433333333,0.4,5.27E-05,3.37E-06
-0.2625,-0.416666666,0.4,0.000595791,3.81E-05
-0.2625,-0.4,0.4,0.004463697,0.000285677
-0.2625,-0.383333333,0.4,0.023449828,0.001500787
-0.2625,-0.366666667,0.4,0.082080364,0.005253142
-0.2625,-0.35,0.4,0.202588244,0.006482866
-0.2625,-0.333333333,0.4,0.367456225,0.011758598
-0.2625,-0.316666667,0.4,0.449376036,0.014380066
-0.2625,-0.3,0.4,0.324516805,0.010384564
-0.2625,-0.283333333,0.4,0.198882444,0.006364265
-0.2625,-0.266666667,0.4,0.097634366,0.006248597
-0.2625,-0.25,0.4,0.037963596,0.002429677
-0.2625,-0.233333333,0.4,0.011878924,0.000760251
-0.2625,-0.216666667,0.4,0.003573903,0.000228728
-0.2625,-0.2,0.4,0.000750863,4.81E-05
-0.2625,-0.183333333,0.4,3.64E-05,2.33E-06
-0.2625,-0.166666667,0.4,9.47E-06,6.06E-07
-0.2625,-0.15,0.4,1.57E-06,1.01E-07
-0.2625,-0.133333333,0.4,4.06E-08,2.59E-09
-0.2625,-0.116666667,0.4,2.16E-09,1.39E-10
-0.2625,-0.1,0.4,3.27E-10,2.08E-11
-0.225,-0.466666667,0.4,2.53E-12,1.62E-13
-0.225,-0.45,0.4,4.18E-10,2.67E-11
-0.225,-0.433333333,0.4,2.05E-08,1.04E-09
-0.225,-0.416666666,0.4,7.86E-07,4.49E-08
-0.225,-0.4,0.4,1.55E-05,7.77E-07
-0.225,-0.383333333,0.4,0.000206349,1.18E-05
-0.225,-0.366666667,0.4,0.000545095,4.36E-06
-0.225,-0.35,0.4,0.058578637,0.003355512
-0.225,-0.333333333,0.4,0.04599678,0.002540882
-0.225,-0.316666667,0.4,0.127070553,0.007278877
-0.225,-0.3,0.4,0.203707381,0.011657522
-0.225,-0.283333333,0.4,0.269599928,0.008627196
-0.225,-0.266666667,0.4,0.287166643,0.015863187
-0.225,-0.25,0.4,0.240862988,0.007707633
-0.225,-0.233333333,0.4,0.13666199,0.007549281
-0.225,-0.216666667,0.4,0.066523877,0.004257533
-0.225,-0.2,0.4,0.029645309,0.001897308
-0.225,-0.183333333,0.4,0.008106235,0.000518798
-0.225,-0.166666667,0.4,0.001928605,0.000123431
-0.225,-0.15,0.4,0.000350352,2.24E-05
-0.225,-0.133333333,0.4,4.62E-05,2.96E-06
-0.225,-0.116666667,0.4,5.15E-06,3.30E-07
-0.225,-0.1,0.4,7.77E-07,4.97E-08
-0.225,-0.083333333,0.4,6.10E-09,3.91E-10
-0.225,-0.066666667,0.4,8.08E-10,5.17E-11
-0.225,-0.05,0.4,0,0
-0.1875,-0.433333333,0.4,1.16E-12,7.41E-14
-0.1875,-0.416666666,0.4,9.39E-11,4.29E-12
-0.1875,-0.4,0.4,4.97E-09,3.18E-10
-0.1875,-0.383333333,0.4,1.76E-07,1.13E-08
-0.1875,-0.366666667,0.4,2.50E-06,1.60E-07
-0.1875,-0.35,0.4,6.57E-05,4.21E-06
-0.1875,-0.333333333,0.4,0.000637184,4.08E-05
-0.1875,-0.316666667,0.4,0.004228518,0.000270625
-0.1875,-0.3,0.4,0.015912862,0.001018425
-0.1875,-0.283333333,0.4,0.04723767,0.003023223
-0.1875,-0.266666667,0.4,0.110518045,0.007073154
-0.1875,-0.25,0.4,0.196805651,0.006297792
-0.1875,-0.233333333,0.4,0.196674404,0.006293546
-0.1875,-0.216666667,0.4,0.156948376,0.010044665
-0.1875,-0.2,0.4,0.134588749,0.00861367
-0.1875,-0.183333333,0.4,0.078933831,0.005051778
-0.1875,-0.166666667,0.4,0.040756225,0.002608405
-0.1875,-0.15,0.4,0.016925318,0.001083216
-0.1875,-0.133333333,0.4,0.005040428,0.000322587
-0.1875,-0.116666667,0.4,0.001147979,7.35E-05
-0.1875,-0.1,0.4,0.000173015,1.11E-05
-0.1875,-0.083333333,0.4,1.45E-05,9.27E-07
-0.1875,-0.066666667,0.4,1.92E-06,1.23E-07
-0.1875,-0.05,0.4,9.73E-09,6.22E-10
-0.1875,-0.033333333,0.4,6.10E-09,3.91E-10
-0.1875,-0.016666667,0.4,8.09E-10,5.17E-11
-0.15,-0.383333333,0.4,1.37E-11,7.86E-13
-0.15,-0.366666667,0.4,0,0
-0.15,-0.35,0.4,3.49E-08,2.01E-09
-0.15,-0.333333333,0.4,8.60E-07,5.51E-08
-0.15,-0.316666667,0.4,1.42E-05,8.13E-07
-0.15,-0.3,0.4,0.000133173,8.52E-06
-0.15,-0.283333333,0.4,0.000939809,6.01E-05
-0.15,-0.266666667,0.4,0.00512103,0.00029306
-0.15,-0.25,0.4,0.02032136,0.001300569
-0.15,-0.233333333,0.4,0.036725858,0.00235045
-0.15,-0.216666667,0.4,0.062981749,0.00403083
-0.15,-0.2,0.4,0.078993896,0.005055608
-0.15,-0.183333333,0.4,0.096690931,0.006188239
-0.15,-0.166666667,0.4,0.103837413,0.006645597
-0.15,-0.15,0.4,0.092716151,0.005933851
-0.15,-0.133333333,0.4,0.059252633,0.003792161
-0.15,-0.116666667,0.4,0.030372109,0.001943801
-0.15,-0.1,0.4,0.010719749,0.000686064
-0.15,-0.083333333,0.4,0.00322772,0.000206574
-0.15,-0.066666667,0.4,0.000655943,4.20E-05
-0.15,-0.05,0.4,2.31E-05,1.48E-06
-0.15,-0.033333333,0.4,1.17E-05,7.50E-07
-0.15,-0.016666667,0.4,1.92E-06,1.23E-07
-0.15,-2.22E-16,0.4,2.59E-08,1.65E-09
-0.15,0.016666667,0.4,2.64E-09,1.70E-10
-0.15,0.033333333,0.4,2.12E-10,1.35E-11
-0.1125,-0.333333333,0.4,1.05E-10,6.75E-12
-0.1125,-0.316666667,0.4,4.46E-09,2.86E-10
-0.1125,-0.3,0.4,1.07E-07,6.81E-09
-0.1125,-0.283333333,0.4,1.84E-06,1.18E-07
-0.1125,-0.266666667,0.4,2.47E-05,1.58E-06
-0.1125,-0.25,0.4,0.000195897,1.51E-05
-0.1125,-0.233333333,0.4,0.000781831,5.00E-05
-0.1125,-0.216666667,0.4,0.001536531,9.83E-05
-0.1125,-0.2,0.4,0.00582008,0.000372485
-0.1125,-0.183333333,0.4,0.015253069,0.000976196
-0.1125,-0.166666667,0.4,0.034610927,0.002215096
-0.1125,-0.15,0.4,0.065703505,0.002973411
-0.1125,-0.133333333,0.4,0.087112533,0.005575207
-0.1125,-0.116666667,0.4,0.095016064,0.006081018
