A_physical,E_physical,Yield_pred
112.0,10.0,0.6938833
112.0,11.0,0.78950775
112.0,12.0,0.8763857
112.0,13.0,0.96480954
112.0,14.0,1.0567952
113.00000002000002,0.0,0.018146485
113.00000002000002,1.0,0.029529937
113.00000002000002,2.0,0.052360263
113.00000002000002,3.0,0.09043476
113.00000002000002,4.0,0.1458922
113.00000002000002,5.0,0.2098897
113.00000002000002,6.0,0.27615535
113.00000002000002,7.0,0.36445615
113.00000002000002,8.0,0.4853864
113.00000002000002,9.0,0.61377543
113.00000002000002,10.0,0.7346355
113.00000002000002,11.0,0.8416522
113.00000002000002,12.0,0.92965025
113.00000002000002,13.0,0.99259454
113.00000002000002,14.0,1.0281446
113.99999998000001,0.0,0.016090462
113.99999998000001,1.0,0.023452912
113.99999998000001,2.0,0.039336193
113.99999998000001,3.0,0.07202817
113.99999998000001,4.0,0.12557186
113.99999998000001,5.0,0.19092277
113.99999998000001,6.0,0.24872243
113.99999998000001,7.0,0.31750575
113.99999998000001,8.0,0.41446856
113.99999998000001,9.0,0.5214772
113.99999998000001,10.0,0.6163252
113.99999998000001,11.0,0.6953807
113.99999998000001,12.0,0.7534157
113.99999998000001,13.0,0.78850615
113.99999998000001,14.0,0.8036692
115.0,0.0,0.014028049
115.0,1.0,0.021471906
115.0,2.0,0.03562552
115.0,3.0,0.06230051
115.0,4.0,0.108492166
115.0,5.0,0.17502657
115.0,6.0,0.26116163
115.0,7.0,0.34965065
115.0,8.0,0.4505615
115.0,9.0,0.56573725
115.0,10.0,0.6774852
115.0,11.0,0.773988
115.0,12.0,0.8541747
115.0,13.0,0.92172617
115.0,14.0,0.9863359
116.00000002,0.0,0.016641015
116.00000002,1.0,0.023713134
116.00000002,2.0,0.03500096
116.00000002,3.0,0.054524317
116.00000002,4.0,0.0852787
116.00000002,5.0,0.13062938
116.00000002,6.0,0.20658465
116.00000002,7.0,0.32804435
116.00000002,8.0,0.46573946
116.00000002,9.0,0.60950565
116.00000002,10.0,0.7632283
116.00000002,11.0,0.92137295
116.00000002,12.0,1.0922471
116.00000002,13.0,1.2702384
116.00000002,14.0,1.4696648
116.99999998000001,0.0,0.023001352
