Z_physical,A_physical,E_physical,E_norm,Yield_pred
27.0,69.00000004,4.0,0.2571428568846939,2.0958348e-07
27.0,69.00000004,5.0,0.2714285711962245,2.2668102e-07
27.0,69.00000004,6.0,0.28571428550775513,2.901508e-07
27.0,69.00000004,7.0,0.2999999998192857,4.5914416e-07
27.0,69.00000004,8.0,0.31428571413081635,9.230158e-07
27.0,69.00000004,9.0,0.328571428442347,2.273671e-06
27.0,69.00000004,10.0,0.3428571427538776,6.1199685e-06
27.0,69.00000004,11.0,0.35714285706540816,1.2854259e-05
27.0,69.00000004,12.0,0.3714285713769388,2.6874717e-05
27.0,69.00000004,13.0,0.38571428568846944,5.4944438e-05
27.0,69.00000004,14.0,0.4,8.550685e-05
27.0,70.0,0.0,0.19999999963857143,1.0406447e-06
27.0,70.0,1.0,0.21428571395010204,1.1127312e-06
27.0,70.0,2.0,0.22857142826163265,1.29425e-06
27.0,70.0,3.0,0.24285714257316326,1.5614038e-06
27.0,70.0,4.0,0.2571428568846939,1.8425619e-06
27.0,70.0,5.0,0.2714285711962245,2.0386212e-06
27.0,70.0,6.0,0.28571428550775513,2.1577614e-06
27.0,70.0,7.0,0.2999999998192857,2.325226e-06
